"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost","cells_open","cells_closed"
1,2.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.923881554251,101.533245786787,1.03339434035808,4298.37365981452,0,79
1,3,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",92.6101730552664,89.2748564826626,1.03736008887622,5511.50378159818,2,125
1,3.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",80.5685424949238,74.8865809073962,1.07587422898308,3817.10167957657,4,101
1,4,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",121.237590053236,112.445542374965,1.07818938387929,5496.86389029979,5,89
1,4.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",92.0832611206852,85.0881895447306,1.08220966521185,4758.95256694166,7,106
1,5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",79.4680374315355,76.2167960491649,1.04265780708327,3921.90817247939,1,107
1,5.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",108.053823869162,98.4123975929862,1.09796963098136,6387.57476894693,1,133
1,6,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",100.01219330882,92.0489000477464,1.08651155263064,5019.86595127288,7,110
1,1,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",113.40916292849,109.98636279103,1.03112022300404,8311.13801312556,17,139
1,1.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.338095116624,106.526991884686,1.04516323184218,8072.28301452855,7,144
1,2,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",120.894444302728,117.413798166996,1.02964426830637,9959.57435205976,10,157
1,2.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",81.2964645562817,74.953318805774,1.08462795045733,4323.8368022646,10,100
1,3,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",101.710678118655,93.2362590412121,1.09089188224183,3732.01586977664,1,81
1,3.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",76.1543289325507,70.0071424927486,1.08780798959819,3719.11525247695,1,99
