"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost"
1,5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",139.438600180013,116,1.20205689810356,8193.29400507476
1,5.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.78174593052,92.0217365626187,1.17126398562558,4900.43457685581
1,6,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.195959492893,111.04053313993,1.14549125347412,9898.86017547574
1,1,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",114.137084989848,113.846387733647,1.00255341659922,4696.18902707867
1,1.5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",128.40916292849,120.21647141719,1.06814949245074,11198.5698295681
1,2,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.882250993909,93.407708461347,1.10143212684082,6733.4141349725
1,2.5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",103.154328932551,89.6437393240599,1.15071425746365,6344.14832496666
1,3,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",97.39696961967,86.5332306111357,1.12554412832862,4303.95952059054
1,3.5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",101.154328932551,86.5332306111357,1.16896512724828,6665.62906466899
1,4,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",80.3553390593274,59.9416382825828,1.34055960700487,3621.64568338424
1,4.5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",82.5269119345812,67.0074622710038,1.23160778124697,3011.13386303257
1,5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.710678118655,105.683489722851,1.20842601293323,7520.70711279369
1,5.5,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",149.78174593052,113.701363228415,1.31732585852663,11447.9779170716
